
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 500 mg/50 mL (1%; 10 mg/mL) (NDC 0409-4276-02)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 40 mg/2 mL (2%; 20 mg/mL) (NDC 0409-4282-01)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 200 mg/10 mL (2%; 20 mg/mL) (NDC 0409-4282-02)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 50 mg/5mL (1%,10 mg/1 mL) Syringes (NDC 0409-4904-34)","Reverified","08/24/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Lidocaine%20Hydrochloride%20Injection&st=d","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 100 mg/5mL (2%, 20 mg/1 mL) Syringes (NDC 0409-4903-34)","Reverified","08/24/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Lidocaine%20Hydrochloride%20Injection&st=d","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 100 mg/5 mL (2%; 20 mg/mL) (NDC 0409-2066-05)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 400 mg/20 mL (2%; 20 mg/mL) (NDC 0409-4277-01)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 1,000 mg/50 mL (2%; 20 mg/mL) (NDC 0409-4277-02)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free, Injection, 200 mg/5 mL (4%; 40 mg/mL) (NDC 0409-4283-01)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 100 mg/5mL (2%,20 mg/1 mL) Syringes (NDC 0409-1323-05)","Revised","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Amphastar Pharmaceuticals, Inc.","800-423-4136","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 76329-3390-1)","Reverified","08/18/2026","Limited Availability","Available on allocation","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 15 mg/1 mL (NDC 63323-493-97)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 15 mg/1 mL (NDC 63323-493-91)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 63323-202-02)","Revised","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 63323-208-05)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 20 mg/1 mL (NDC 63323-486-17)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 20 mg/1 mL (NDC 63323-486-27)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 20 mg/1 mL (NDC 63323-486-57)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 20 mg/1 mL (NDC 63323-495-27)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 20 mg/1 mL (NDC 63323-495-07)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 20 mg/1 mL (NDC 63323-496-97)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 250 mg/50 mL (0.5%; 5 mg/mL) (NDC 0409-4275-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay","","Other","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 250 mg/50 mL (0.5%; 5 mg/mL) (NDC 0409-4278-01)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free, Injection, 50 mg/5 mL (1%; 10 mg/mL) (NDC 0409-4713-02)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 55150-159-74)","Reverified","08/06/2026","Unavailable","On backorder. Recovery: TBD. Check wholesalers for inventory","","Demand increase for the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 55150-161-02)","Reverified","08/06/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 55150-162-05)","Reverified","08/06/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 55150-163-30)","Revised","08/06/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-164-02)","Reverified","08/06/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 55150-165-05)","Revised","08/06/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-256-50)","Reverified","08/06/2026","Unavailable","On backorder. Recovery: TBD. Check wholesalers for inventory","","Demand increase for the drug","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Huons Co., Ltd. (South Korea)","intbiz@huons.com","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 73293-0001-2)","Reverified","07/30/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia","Current","","","07/14/2018","","","","","","",""
"Lincomycin Hydrochloride Injection","XGen Pharmaceuticals DJB, Inc.","866-390-4411","Lincomycin Hydrochloride, Injection, 600 mg/2 mL vial x 10 count (NDC 39822-0350-2)","New","03/26/2026","","A business decision was made to discontinue manufacture of the drug.","","","Anti-Infective","To Be Discontinued","","03/26/2026","03/26/2026","","","","","","",""
"Lincomycin Hydrochloride Injection","XGen Pharmaceuticals DJB, Inc.","866-390-4411","Lincomycin Hydrochloride, Injection, 3 grams/10 mL vial x 10 count (NDC 39822-0355-6)","New","03/26/2026","","A business decision was made to discontinue manufacture of the drug.","","","Anti-Infective","To Be Discontinued","","03/26/2026","03/26/2026","","","","","","",""
"Lincomycin Hydrochloride Injection","Pfizer Inc.","844-646-4398","Lincocin, Injection, 2 mL multiple dose vial (NDC 0009-0104-04)","New","02/25/2026","","Discontinuation of the manufacture of the drug","","","Anti-Infective","To Be Discontinued","","02/25/2026","02/25/2026","","","","","","",""
"Liraglutide Injection","Teva Pharmaceuticals USA, Inc.","888-838-2872","Liraglutide, Injection, 6 mg/1 mL (NDC 0480-7250-46)","New","05/14/2026","","Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","05/14/2026","05/14/2026","","","","","","",""
"Liraglutide Injection","Novo Nordisk, Inc.","833-493-4689","Saxenda, Injection, 6 mg/1 mL (NDC 0169-2800-15)","New","08/25/2026","","Product will be available until discontinuation in January 2027; Discontinuation of the manufacture of the drug","","","Endocrinology/Metabolism","To Be Discontinued","","08/25/2026","08/25/2026","","","","","","",""
"Liraglutide Injection","Novo Nordisk, Inc.","833-493-4689","Liraglutide, Injection, 6 mg/1 mL (NDC 0480-3667-20)","Revised","08/25/2026","Available","Distributed by Teva","","","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Novo Nordisk, Inc.","833-493-4689","Liraglutide, Injection, 6 mg/1 mL (NDC 0480-3667-22)","Revised","08/25/2026","Available","Distributed by Teva","","","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-03)","Reverified","08/13/2026","Available","","","","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-02)","Reverified","08/13/2026","Available","","","","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Meitheal Pharmaceuticals, Inc.","844-824-8426","Liraglutide, Injection, 6 mg/1 mL (NDC 71288-563-84)","Revised","08/27/2026","Available","","","","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Meitheal Pharmaceuticals, Inc.","844-824-8426","Liraglutide, Injection, 6 mg/1 mL (NDC 71288-563-85)","Revised","08/27/2026","Available","","","","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Novo Nordisk, Inc.","833-493-4689","Victoza, Injection, 6 mg/1 mL (NDC 0169-4060-12)","Revised","08/17/2026","Limited Availability","Estimated shortage duration: TBD","","Delay in shipping of the drug","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Novo Nordisk, Inc.","833-493-4689","Victoza, Injection, 6 mg/1 mL (NDC 0169-4060-13)","Revised","08/25/2026","Limited Availability","Estimated shortage duration: TBD","","Delay in shipping of the drug","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","","",""
"Liraglutide Injection","Novo Nordisk, Inc.","833-493-4689","Saxenda, Injection, 6 mg/1 mL (NDC 0169-2800-15)","Revised","08/25/2026","Limited Availability","Product will be available until discontinuation in January 2027","","Discontinuation of the manufacture of the drug","Endocrinology/Metabolism","Current","","","07/18/2023","","","","","https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Liraglutide+Injection&st=d","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 0378-6854-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0378-6855-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0378-6856-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0378-6857-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0378-6858-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0378-6859-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
"Lisdexamfetamine Dimesylate Capsule","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0378-6860-77)","Reverified","08/20/2026","Available","","","","Psychiatry","Current","","","07/14/2023","","","","","","",""
